ID,MEMBER_TYPE,SCHOOL_NAME,MEMBER_LEVEL
TMPDS647dcf3157049ec,기자단 회원,충암초등,3
TMPDS647fba6b330bbaa,기자단 회원,전주만성초등학교,1
TMPDS647fcd013604802,기자단 회원,대구용지초,1
TMPDS64801099ec9303c,기자단 회원,난우초등학교,1
TMPDS6480c412cf2334c,기자단 회원,충무공초,1
TMPDS648278cd5603e7e,기자단 회원,한홀초등학교,1
TMPDS6488a3828f6b2ce,기자단 회원,송원초등학교,1
TMPDS6489a5a64e750c0,기자단 회원,학동초등학교,1
TMPDS6493082fec70fab,기자단 회원,하늘초등학교,1
TMPDS6493355882f86cd,기자단 회원,CSIS/G3,1
TMPDS6494349ffa32228,기자단 회원,개운초,2
TMPDS6494dae0565d667,기자단 회원,서울보라매초등학교,1
TMPDS64968d3ed4499ac,기자단 회원,옥계동부초,3
TMPDS649c359e55aba87,기자단 회원,김시현,1
TMPDS64ab51f692266f1,기자단 회원,강릉남산초등학교,1
TMPDS64acf0ef8256f55,기자단 회원,독정초등학교,1
TMPDS64af66268c90e59,기자단 회원,서산 석림초등학교,4
TMPDS64b5d1d6cb527d5,기자단 회원,대치초,1
TMPDS64bb323ba9769c5,기자단 회원,장전초,6
TMPDS64bb8c00d7dade5,기자단 회원,선부초등학교,1
TMPDS64bb90a0e03cdd2,기자단 회원,솔개초등학교,1
TMPDS64c12a16ded61b4,기자단 회원,원초어린이집,1
TMPDS64c1f5ca12a436a,기자단 회원,윤중초등학교 ,1
TMPDS64c43b150db516f,기자단 회원,혜천유치원/6살,1
TMPDS64c5fc9f79615be,기자단 회원,삼양초등학교,1
TMPDS64c894e599826ee,기자단 회원,김포운유초,4
TMPDS64cc4812d4a5fdd,기자단 회원,몰운대초등학교,1
TMPDS64cc7cf997631ae,기자단 회원,신구로초,1
TMPDS64d0e19eb5317e8,기자단 회원,서울 창1초등학교,1
TMPDS64d41d08ad5421d,기자단 회원,중학교,1
TMPDS64d64645b1aa75e,기자단 회원,농서초등학교,1
TMPDS64df87684ca3d92,기자단 회원,양벌초등학교,1
TMPDS64e088f4c872c7e,기자단 회원,여의도초,1
TMPDS64e27e30e9dda17,기자단 회원,화진초등학교 ,1
TMPDS64e3c2a0cba17c6,기자단 회원,선유초등학교,1
TMPDS64e42ff326bd9f5,기자단 회원,남양주덕송초등학교,1
TMPDS64e7fb400de4e35,기자단 회원,고실초등학교,5
TMPDS64e8019741f61c0,기자단 회원,주약초등학교,2
TMPDS64ecfdb53648107,기자단 회원,청덕중학교,7
TMPDS64f01d116ab0831,기자단 회원,샘머리초등학교,1
TMPDS64f1391c7027649,기자단 회원,이호초등학교,1
TMPDS64f58a3e4713d40,기자단 회원,인천송명초등학교,1
TMPDS64f590d3005dcf8,기자단 회원,서울길원초등학교,1
TMPDS64f738d460df413,기자단 회원,위례별초등학교,1
TMPDS64f87a86d1d0dbf,기자단 회원,천안백석초,1
TMPDS64ff3187857d782,기자단 회원,서울왕북초등학교,1
TMPDS650027746bf1fc8,기자단 회원,서울왕북초등학교,1
TMPDS65023c4ae6ae560,기자단 회원,광문초,1
TMPDS650af1a0ce2c54e,기자단 회원,gg,1
TMPDS650cabd21738968,기자단 회원,삼숭초등학교,1
TMPDS650de3f08b7dc03,기자단 회원,광주학강초등학교,1
TMPDS65101bc399d11fb,기자단 회원,한솔초등학교,1
TMPDS6511f1147ea82ff,기자단 회원,신용초등학교,1
TMPDS651610109d9b359,기자단 회원,서울염경초등학교,1
TMPDS65195c5390c8c10,탈퇴회원,방일초등학교,1
TMPDS651d6548f5ea9ba,기자단 회원,관산초등학교,2
TMPDS651da4b1f5f5159,기자단 회원,역북초등학교,1
TMPDS6521ff5be2b2545,기자단 회원,성룡초등학교,1
TMPDS6524821cd93185c,기자단 회원,토월초등학교,1
TMPDS6525591d6c6ea9e,기자단 회원,전주자연초등학교,1
TMPDS65257bd311014f1,기자단 회원,서천초등학교,1
TMPDS6528d978ea6ab41,기자단 회원,안말초등학교,1
TMPDS6528eae7d2b663a,기자단 회원,이의초등학교,1
TMPDS6529fd54aaf941b,기자단 회원,하남초등학교,1
TMPDS652a80a9d0b0a3d,기자단 회원,도솔초,1
TMPDS652c59eb826f367,기자단 회원, 용마초등학교,1
TMPDS652dc54112e3828,기자단 회원,예원초등,1
TMPDS652ff57a07c8daa,기자단 회원,송도초등학교,1
TMPDS6534d909dc5cd32,기자단 회원,풍덕초등학교,1
TMPDS6537ff0642a4690,기자단 회원, 남초등학교,1
TMPDS653855ac6e099f6,기자단 회원,성사초,1
TMPDS653a62132145a0d,기자단 회원,서울용원초등학교/4학년,1
TMPDS653b136cc7ca8e2,기자단 회원,고리울초등,1
TMPDS653c675c2694901,기자단 회원,신매초등학교,1
TMPDS653f14072fad4de,기자단 회원,반포초등학교,2
TMPDS653f85948b884e0,기자단 회원,주석초등학교,5
TMPDS653fb41b4f4c3b6,기자단 회원,서울송화초등학교,4
TMPDS653fdd8171d82bb,기자단 회원,윤슬초등학교,1
TMPDS65414b133289521,기자단 회원,서현초등학교,1
TMPDS6542dc1998d0090,기자단 회원,경인초등학교,1
TMPDS6544b43cf26c466,기자단 회원,서울성북초등학교,4
TMPDS6549bea0dfedfb7,기자단 회원,내정초등학교,1
TMPDS6549e35dbfe1afd,기자단 회원,북가좌초등학교,3
TMPDS654b0a84a5a84b2,기자단 회원,경기초등학교,1
TMPDS654d9b43078b3a1,기자단 회원,호평초등학교,1
TMPDS65537ffffc21441,기자단 회원,주하늘선교원,1
TMPDS6554b441bc1da43,기자단 회원,가원초등학교,1
TMPDS6559f2564f87b0c,기자단 회원,화성청계초등학교,1
TMPDS655bf4ebd093a08,기자단 회원,정관초,1
TMPDS656194f811f43c5,기자단 회원,서울중곡초등학교,1
TMPDS65638f68b1fbc8d,기자단 회원,의왕초등학교,1
TMPDS656d34e1995beea,기자단 회원,상인초등학교,1
TMPDS6570eb28d745ff1,기자단 회원,서울정덕초등학교,1
TMPDS657187f42c23d0f,탈퇴회원,서민우 Dulwich College Seoul,1
TMPDS657338c12705c77,기자단 회원,임진초등학교,3
TMPDS65740fa94ff93b0,기자단 회원,수리초등학교,2
TMPDS6576724cfde29a1,기자단 회원,불광초등학교,1
TMPDS657acd72162a91f,기자단 회원,원광초등학교,1
TMPDS657fcf7db3d8b1f,기자단 회원,석동초등학교,1
TMPDS658c1183c756cae,기자단 회원,광주광명초등,5
TMPDS658ddf16f719cfb,기자단 회원,운양초등학교,1
TMPDS659ac32f00208c1,기자단 회원,신풍초등학교,5
TMPDS65a0cfbc3be9b5a,기자단 회원,위례푸른초등학교,2
TMPDS65a116130785c8a,기자단 회원,도성초,1
TMPDS65a62b2bb96e940,기자단 회원,수완초등학교,1
TMPDS65a8730570f4698,기자단 회원,북가좌초등학교,1
TMPDS65aa4ee55899585,기자단 회원,개인정보초등학교,1
TMPDS65ab416652a0add,기자단 회원,광문초,1
TMPDS65ac38064762c3b,기자단 회원,해솔초등학교,1
TMPDS65b567c3afdeaab,기자단 회원,동탄초등학교,1
TMPDS65b636edcc9ae10,기자단 회원,계성초등학교 ,1
TMPDS65b92bb3bba2c4a,기자단 회원,칠성초등학교,1
TMPDS65b94b8d7e59021,기자단 회원,용두초등,2
TMPDS65bb60bbcf1d085,기자단 회원,성신초등,1
TMPDS65bc84ffc6aa386,기자단 회원,수원가온초등학교,1
TMPDS65c1f4a463c8e4e,기자단 회원,기산초등,1
TMPDS65c27f3cfee3eaa,기자단 회원,서울세명초등학교,3
TMPDS65c28ca1914f323,기자단 회원,돈암초등학교,1
TMPDS65c2aa7ab1c44ab,기자단 회원,금교초,1
TMPDS65c4626bbd95e0f,기자단 회원,반석초등학교,1
TMPDS65c7998b213b6b4,기자단 회원,염동초등학교,1
TMPDS65c8ee74969e16d,기자단 회원,남수원초등학교,1
TMPDS65c91bca2a3390d,기자단 회원,수원금호초등학교,1
TMPDS65ccbd7a5154428,기자단 회원,여의도초등학교,1
TMPDS65cd823c4d35541,기자단 회원,모산초,1
TMPDS65cd857fafefe4f,기자단 회원,안골포초등학교 ,1
TMPDS65ce20d65e9c975,기자단 회원,서울교육대학교부설초등학교,1
TMPDS65cfe9c24615f5e,기자단 회원,하늘초등학교,1
TMPDS65d04d2642140c9,기자단 회원,운양초,1
TMPDS65d7bbad456f7d0,기자단 회원,부흥초등,2
TMPDS65d8fdca9b21884,기자단 회원,서울월계초등학교,3
TMPDS65d95c0e34dfb57,기자단 회원,ㅅㄱㄴㅊ,1
TMPDS65d96ac055f5e2d,기자단 회원,평촌초등학교,1
TMPDS65dc48cda17141c,기자단 회원,서울 위례별초등학교,1
TMPDS65df508299d4b4f,기자단 회원,심학초등학교,1
TMPDS65dfceea214a31f,기자단 회원,의정부송산초등학교,1
TMPDS65e83d867ffaa7c,기자단 회원,정천초등학교,1
TMPDS65ef27104634f4a,기자단 회원,청주샛별초등학교,2
TMPDS65f1880655aa1c1,기자단 회원,백록초등학교,1
TMPDS65f2b89a1481a14,기자단 회원,목운초등학교 2학년,1
TMPDS65f7cab87cb89f1,기자단 회원,충주대림초등학교,1
TMPDS65f8e65b3a8a14f,기자단 회원,승지초등학교병설유치원,1
TMPDS65f9b1651196769,기자단 회원,신서초등학교,1
TMPDS65feba60d8f9976,기자단 회원,서울하늘초등,1
TMPDS66020b12778b7b5,기자단 회원,옥빛초,1
TMPDS660707a2abd675b,기자단 회원,본량 초등학교,3
TMPDS6607a49c962c883,기자단 회원,인천초은초등학교,5
TMPDS6613f528b029cab,기자단 회원,청동초등학교,1
TMPDS661929d6398e8aa,기자단 회원,신상도초등,3
TMPDS661bad74ae8c288,기자단 회원,하길초등학교,1
TMPDS661c2e047a605ab,기자단 회원,신월초등학교,1
TMPDS661d24fb2478e47,기자단 회원,대전 은어송초등학교,1
TMPDS661d2a6b94c1a1a,기자단 회원,수지초,1
TMPDS661e30784f92f69,기자단 회원,대구계성초등학교,1
TMPDS661fa13b1e86772,기자단 회원,서울서강,1
TMPDS6625baab2bde493,기자단 회원,서울 아주초등학교,1
TMPDS662a1bc81a56155,기자단 회원,홈스쿨링,3
TMPDS662a1bf27f935d0,기자단 회원,만대초등학교,1
TMPDS6632edb6e0f5fb1,기자단 회원,계동초등학교,1
TMPDS66355fc245ddf49,기자단 회원,고골초등학교,1
TMPDS6635609fe8a8baf,기자단 회원,효림초등학교,1
TMPDS66357ae1def515a,기자단 회원,ISHCMC,1
TMPDS663669e6e7ab7a0,기자단 회원,남춘천 초등학교,1
TMPDS663a481fdb6b339,기자단 회원,이리부송초등학교,2
TMPDS663ad35c7681684,기자단 회원,수영 초등학교,5
TMPDS663dfb7b7a58ffd,기자단 회원,전주초4학년,1
TMPDS664180c1f67c7e8,기자단 회원,서울거여초등학교,1
TMPDS664e4cbdfe06630,기자단 회원,영덕초등학교,1
TMPDS664f0280ae7b328,기자단 회원,서울염동초등학교,1
TMPDS665b31d12e95031,기자단 회원,군포초등학교,1
TMPDS665c119ba0244ef,기자단 회원,대전목양초,1
TMPDS665ed9fd7428f8d,기자단 회원,박문초등학교,1
TMPDS6663278508fc648,기자단 회원,한양초,1
TMPDS6668bac557a480e,기자단 회원,대방초등학교,1
TMPDS6668fa01526b12a,기자단 회원,전농초,1
TMPDS666fdb7b5336562,기자단 회원,중현초등학교,1
TMPDS66752ee7042f8ae,기자단 회원,예원초,1
TMPDS66796e3c82b16ec,기자단 회원,배곧해솔초 ,1
TMPDS667ac6912366f8d,기자단 회원,명덕초등,5
TMPDS667aec267d89adc,기자단 회원,용수초등,1
TMPDS667b23a11a325b2,기자단 회원,서해삼육초등학교,3
TMPDS6680cb794c5d2f2,기자단 회원,한백초등학교,1
TMPDS66834be49859af5,기자단 회원,잠현초,1
TMPDS6684b7aea925aa2,기자단 회원,옥길산들초,1
TMPDS6687b2fe4c43b83,기자단 회원,서농초등학교,1
TMPDS66893badbc5bf00,기자단 회원,운현초등학교,4
TMPDS668d196dda3c954,기자단 회원,고양정발초등학교,1
TMPDS668d7ad41086fb1,기자단 회원,서울영신초,1
TMPDS6692b3d7dc798d5,기자단 회원,의왕초등학교,1
TMPDS669461e793f6e26,기자단 회원,장월초,1
TMPDS6699182a66c6daf,기자단 회원,등마초등학교,1
TMPDS66995f0961e7742,기자단 회원,광장초등학교,2
TMPDS66a08b5e0b9fe19,기자단 회원,신계초등학교,1
TMPDS66a524809885bd2,기자단 회원,양일초등학교,1
TMPDS66a6314b2f5e266,기자단 회원,서울광남초등학교,2
TMPDS66a719ca5775b68,기자단 회원,서울신묵초등학교,1
TMPDS66ab453345353de,기자단 회원,주원초등학교,1
TMPDS66acda20ba0fdc0,기자단 회원,산운초,1
TMPDS66ace03f0bc2817,기자단 회원,양산성산초등학교,2
TMPDS66af1964a1bf6ef,기자단 회원,성동초등학교,1
TMPDS66af7c78411b465,기자단 회원,중,1
TMPDS66b08fef7953d7a,기자단 회원,서강SLP,2
TMPDS66b1819a13f53ad,기자단 회원,기안초등,3
TMPDS66b189ee357f8f8,기자단 회원,전주한들초등학교,1
TMPDS66b22611ffe9298,기자단 회원,민백초등학교,1
TMPDS66bcef46cb205da,기자단 회원,김시우,1
TMPDS66bd5f7c485a650,기자단 회원,삼선초등학교,1
TMPDS66c13d6880a0b80,기자단 회원,세륜초등학교,1
TMPDS66c31a5bb17293e,기자단 회원,서농초등학교,1
TMPDS66c3a07d9c8a359,기자단 회원,서울을지초등학교,1
TMPDS66c9274e911f098,기자단 회원,영암읍교회어린이집,1
TMPDS66c9d46d07478ac,기자단 회원,석천초,1
TMPDS66d0142469ec3ec,기자단 회원,청계초등학교,1
TMPDS66e1eac62cbb7f9,기자단 회원,계성초등학교,1
TMPDS66e6b1c8a65c959,기자단 회원,동광초등학교,1
TMPDS66e6dc7152b7ed9,기자단 회원,솔밭초등학교,1
TMPDS66e7175ff5a3231,기자단 회원,서울영본초등,4
TMPDS66eb85651af9a55,기자단 회원,하바놀이학교,1
TMPDS66eeea8b33d565f,기자단 회원,인천박문초등학교,2
TMPDS66f116526f4d095,기자단 회원,신서초등학교,5
TMPDS66f417357c78f5b,기자단 회원,매송초등학교,1
TMPDS66f4249e4830585,기자단 회원,성복초등학교 ,1
TMPDS66f65f21a4e052c,기자단 회원,내정초등학교,1
TMPDS66f6fb0f8df590e,기자단 회원,예일초등학교,1
TMPDS66faa8468ecabd6,기자단 회원,신목초,1
TMPDS66fd5a65e9c7c59,기자단 회원,서울신도림초등학교,1
TMPDS6700ab3a7fcebc1,기자단 회원,이동현,1
TMPDS670337cd74941d9,기자단 회원,서울영신초,1
TMPDS67043273fff8e58,기자단 회원,욱수초등학교,1
TMPDS67052418bd87fe2,기자단 회원,부산성북초등학교,1
TMPDS67070d52789b76f,기자단 회원,KCIS,1
TMPDS6709d6e87c0d2b4,기자단 회원,어정초,1
TMPDS670fd71b30af8f8,기자단 회원,서울 언주초등학교,1
TMPDS67106d0ee228581,기자단 회원,한빛초등학교,1
TMPDS671095f9d7d7590,기자단 회원,월계초등학교,1
TMPDS67138f28cdb8a4d,기자단 회원,화랑초등학교,1
TMPDS6714f77d05ebc2e,기자단 회원,이도초등학교,1
TMPDS671536761e77bcb,기자단 회원,아산공수초등,1
TMPDS6715f9f8fbe9d32,기자단 회원,신서초등학교,1
TMPDS67163f124886a1f,기자단 회원,부산 부곡초등학교,5
TMPDS6716ffe7de335be,기자단 회원,다솔초,1
TMPDS6717d1171dbea83,기자단 회원,대곡초,1
TMPDS6718f79bc50c868,기자단 회원,도래울초등학교,1
TMPDS67199048b66ac07,기자단 회원,신도림초등학교,1
TMPDS671dea46bcf9a82,기자단 회원,해원초등학교,1
TMPDS671fc53f339dc4f,기자단 회원,부평동초,1
TMPDS6720b87745852c2,기자단 회원,배봉초등학교,2
TMPDS67217f4da784725,기자단 회원,산의초등학교,1
TMPDS672347a509b4b61,기자단 회원,금강초,1
TMPDS6726435a053ef40,기자단 회원, 단봉초등학교,1
TMPDS6728c1aa72fe4fa,기자단 회원,원명초등학교,1
TMPDS6729b4304eaf814,기자단 회원,서울봉현초,1
TMPDS672c0cd529cc153,기자단 회원,강선초등학교,1
TMPDS672ca99d56238eb,기자단 회원,서신초,1
TMPDS672dcce8619f727,기자단 회원,이매초등학교,1
TMPDS67302b7a8afe4ed,기자단 회원,원명초등학교,4
TMPDS6730b573ec10a0a,기자단 회원,이준호,1
TMPDS673ea21d9f4d5e7,기자단 회원,서울당산초,1
TMPDS673f01c806c2b62,기자단 회원,금곡초등학교,1
TMPDS674348f3994d527,기자단 회원,가천대학교,1
TMPDS6744f77f23101bd,기자단 회원,산운초등학교,1
TMPDS67468434937d57e,기자단 회원,부암초등학교,4
TMPDS67484aa235d848d,기자단 회원,지산초,1
TMPDS674dfa67fae787c,기자단 회원,성신초등학교,1
TMPDS675abf34e23c313,기자단 회원,서울반포초등학교,1
TMPDS675ad5602932019,기자단 회원,인천명선초등학교,1
TMPDS675afec854251a3,기자단 회원,대구장기초등학교,1
TMPDS675f4b5d02cee80,기자단 회원,역곡초등학교,1
TMPDS67605726e7a3a1a,기자단 회원,전주만성초등학교,1
TMPDS676329cd06f2ef3,기자단 회원,서울 은석초 /4학년,1
TMPDS6767d899ac592c7,기자단 회원,영통초등학교,1
TMPDS67698d2627c6b5f,기자단 회원,서울길음초등학교,1
TMPDS67699351ff6e315,기자단 회원,파주 한빛초,1
TMPDS676af2be56d4172,기자단 회원,은빛초/5학년,1
TMPDS676e2ded4760c4a,기자단 회원,초곡초등학교,1
TMPDS67701cdaa1ac4c3,기자단 회원,서울도성초등학교,1
TMPDS677193d6a937a5a,기자단 회원,전라초등학교,1
TMPDS6771ae3d63e249e,기자단 회원,창용,1
TMPDS6772f62fe313cda,기자단 회원,민백초등학교,1
TMPDS677ac5b6f26189c,기자단 회원,2,1
TMPDS677d40bd9acef42,기자단 회원,서울고현초등학교,1
TMPDS677e9ad2995cc6d,기자단 회원,남양주월문초등학교 ,1
TMPDS6782b15b958280b,기자단 회원,서울정목초등학교,5
TMPDS678384076643a3a,기자단 회원,은솔초등학교,2
TMPDS6783f50c33c36b8,기자단 회원,인천경명초등,1
TMPDS678591e241ff3f7,기자단 회원,이매초등학교,1
TMPDS678dc4789e123bb,기자단 회원,서울금양초등학교,1
TMPDS678eb5e9e8641d6,기자단 회원,나곡초,1
TMPDS67919a5d38a08af,기자단 회원,송운초등학교,1
TMPDS6793b26aef11b0f,기자단 회원,해솔초등,1
TMPDS6795e9f646b5795,기자단 회원,인천원동초등학교,2
TMPDS679d0a7fefa7ef2,기자단 회원,항동초등학교,1
TMPDS67a1663a2345ffc,기자단 회원,흥도초등학교,1
TMPDS67a53113c0f2351,기자단 회원,정현초등학교,2
TMPDS67a7e0c7bd3bcc6,기자단 회원,경산서부초등학교 ,2
TMPDS67a8b429567316f,기자단 회원,영통초등,1
TMPDS67aa84258aa7d5e,기자단 회원,이의초등학교,1
TMPDS67abc9e83a9438e,기자단 회원,느리울초등학교,1
TMPDS67af62251bca272,기자단 회원,강상초등학교,1
TMPDS67b0a009c43d15c,기자단 회원,천안아름초등학교,1
TMPDS67b4ef3549be44b,기자단 회원,송원초등학교,1
TMPDS67bef2866af19ea,기자단 회원,서울서이초등학교,1
TMPDS67c99bc344ce655,기자단 회원,풍천초등학교,1
TMPDS67cbbe23e781320,기자단 회원,내정초등학교,1
TMPDS67d2e5181a543b0,기자단 회원,까치울초,1
TMPDS67d786b736b186b,기자단 회원,통일초등,4
TMPDS67d892b2dd3a7e6,기자단 회원,압구정초등,3
TMPDS67d8d07e006260f,기자단 회원,신기초,1
TMPDS67d8ebe191b5ec3,기자단 회원,언주초등학교,2
TMPDS67db4fc605ade9d,기자단 회원,수지초등,1
TMPDS67dc6047c79f1b5,기자단 회원,오마초,1
TMPDS67dfb8afb5157b0,기자단 회원,대전상원초등학교,1
TMPDS67e0237de315d64,기자단 회원,김윤주,2
TMPDS67e6536a4177b80,기자단 회원,청봉초등학교,1
TMPDS67e8387c846921a,기자단 회원,광일중학교,6
TMPDS67ec02987520a04,기자단 회원,도래울초등학교,1
TMPDS67ecb133ffb87cb,기자단 회원,성사초등학교,1
TMPDS67efb8e24be1569,기자단 회원,명지초등학교,1
TMPDS67f224360ae6454,기자단 회원,경일초,6
TMPDS67f3cbdb283436c,기자단 회원,서울방이초등학교,3
TMPDS67f7648fa57c00b,기자단 회원,상도초등학교,1
TMPDS67ff9316bd5efc3,기자단 회원,문원초등학교,2
TMPDS68038957b676ba2,기자단 회원,거제아주초등학교,4
TMPDS6804bab7ff3d6f0,기자단 회원,성룡초등학교,1
TMPDS68063ec67453302,기자단 회원,지사탐,7
TMPDS6807f6f39ef342f,기자단 회원,우촌초등학교,1
TMPDS680881ad06d051f,기자단 회원,대구월암초등학교,3
TMPDS680b118a8411131,기자단 회원,둔전초등학교,4
TMPDS680f127cd01777e,기자단 회원,위례별초,2
TMPDS680ffa8336c96ff,기자단 회원,여고초등학교,1
TMPDS681095d6dcee263,기자단 회원,부천역곡초등학교,3
TMPDS681100d8c330810,기자단 회원,반곡초등학교,1
TMPDS68132b0eec58345,기자단 회원,고명초,1
TMPDS6817e1e47fb9842,기자단 회원,용인신촌초등학교,1
TMPDS681d97a2125c475,기자단 회원,전민 초등학교/1학년,1
TMPDS681f24cde6c00a9,기자단 회원,대청중학교,1
TMPDS681f53ad871ee4e,기자단 회원,서울명일초등학교,1
TMPDS6823a0a01ebbc3c,기자단 회원,대모초,1
TMPDS68271cac8252cb0,기자단 회원,수원가온초등학교,3
TMPDS6829eb281f9171e,기자단 회원,서울양재초등학교,1
TMPDS682ea217cf37e14,기자단 회원,3,1
TMPDS683070b2d2004d2,기자단 회원,동광초,1
TMPDS6830e06d88653f7,기자단 회원,계성초등학교,4
TMPDS68330968fdaa382,기자단 회원,거여초등학교,2
TMPDS6834b5cc3eed676,기자단 회원,대도초등학교,2
TMPDS6839bc541ffb97e,기자단 회원,상암,1
TMPDS683b5086795cc6c,기자단 회원,성남여수초등학교,1
TMPDS683b536d97e7876,기자단 회원,계명유치원,1
TMPDS683dca6f596c6d2,기자단 회원,화랑초등학교,1
TMPDS6846e9a082e1349,기자단 회원,이의초등학교,1
TMPDS6848187a0e322e9,기자단 회원,대모초,1
TMPDS6849e00d22a337f,기자단 회원,빛누리초등학교,1
TMPDS684a5d68b303b5b,기자단 회원,화산초,1
TMPDS684ad8f4e575130,기자단 회원,동탄중앙초등학교,5
TMPDS684f1791f09c43f,기자단 회원,원명초등학교,1
TMPDS684ff79175d751a,기자단 회원,불광초등학교,1
TMPDS68545b689679934,기자단 회원,한산초등학교,1
TMPDS68573e1091b4a5f,기자단 회원,아람초등학교,2
TMPDS6857e350e6d57ef,기자단 회원,광운초등학교,1
TMPDS685aef45c86872e,기자단 회원,솔빛초등학교,1
TMPDS685c1d63564d828,기자단 회원,귀인초,1
TMPDS685c41780346363,기자단 회원,염리초등학교,3
TMPDS685ca810ffc7f88,기자단 회원,반원초등학교,1
TMPDS685e80f4e917197,기자단 회원,압구정초,1
TMPDS685ea45fde0466c,기자단 회원,정암초등학교,1
TMPDS685ea5391933c38,기자단 회원,안일초,1
TMPDS685ff4f046ff9ce,기자단 회원,브니엘예술중학교,1
TMPDS68602dc22b4d784,기자단 회원,학교/휘경초  5학년3반,1
TMPDS686ceea9a5f7436,기자단 회원,서울개봉초등학교,1
TMPDS686fe6b00b51ff0,기자단 회원,한뫼초등학교,1
TMPDS68702bc9b346462,기자단 회원,광교초등학교,3
TMPDS68724ac3efb854d,기자단 회원,서울목원초등학교,1
TMPDS6873ee72dd12432,기자단 회원,오마초등학교,3
TMPDS68811b0488c48b8,기자단 회원,능허대초등학교 ,1
TMPDS6883919abd38df0,기자단 회원,서울 고현 초등학교,4
TMPDS68876a96364ed19,기자단 회원,반송초등학교,1
TMPDS68878a5bf322861,기자단 회원,늘푸른초등학교,1
TMPDS6889a070aa53432,기자단 회원,산곡북,1
TMPDS688c01827f42b3a,기자단 회원,서울신천초등학교,1
TMPDS6896af1779eac27,기자단 회원,아인초등학교 ,1
TMPDS68973eb90e5599d,기자단 회원,대구성동초등학교,6
TMPDS689c91a09cf8101,기자단 회원,서울대치초등학교,1
TMPDS689e996204a006b,탈퇴회원,끝,1
TMPDS689f3664b42c3df,기자단 회원,무학초등학교,1
TMPDS689fa547eb849bd,기자단 회원,갈곡초등학교,1
TMPDS68a9f8d8a659788,기자단 회원,신용산초등학교,1
TMPDS68ac39807dd5915,기자단 회원,대치초,1
TMPDS68ae354c3f5ae2d,기자단 회원,운중초등,1
TMPDS68b8c918f52ed63,기자단 회원,산의초등학교,1
TMPDS68b97a38c18a50f,기자단 회원,평촌초등학교,1
TMPDS68bab3731cd2d8b,기자단 회원,청아초등학교,1
TMPDS68bd52a87cbfca6,기자단 회원,부곡중앙초등학교,1
TMPDS68c02a5b9988ee8,기자단 회원,나눔초등학교,1
TMPDS68c057cdd00f52d,기자단 회원,대전 용산초등,1
TMPDS68c3e8a69378224,기자단 회원,고명초등학교,1
TMPDS68c3facbdafa466,기자단 회원,4,1
TMPDS68c6730bcdf5034,기자단 회원,서울대영 초등학교,1
TMPDS68c6c1b81fbdeee,기자단 회원,고척초등학교,2
TMPDS68c7ee8bbfbc530,기자단 회원,서울 성서초등학교,1
TMPDS68cb29e3d018536,기자단 회원,숲내초등학교,1
TMPDS68cb8cc54877a80,기자단 회원,홍익대학교 사범대학 부속 초등학교,1
TMPDS68cd6015ccb4291,기자단 회원,일원초등,1
TMPDS68cdc9a47ac15ba,기자단 회원,정수초등학교,1
TMPDS68cdcde4a5a7931,기자단 회원,내정초등학교,1
TMPDS68cf1442c3698c7,기자단 회원,서현초등학교,1
TMPDS68d1d78fb26d847,기자단 회원,경기문원초등학교,1
TMPDS68d7ca1532bc6e5,기자단 회원,서울신서초등학교,1
TMPDS68d931a6e2cd3a8,기자단 회원,영천초등학교,1
TMPDS68e202191ba6118,기자단 회원,오룡초/2학년,1
TMPDS68e3816e927ff65,기자단 회원,라온초등학교,5
TMPDS68e6796849e9bee,기자단 회원,서울일신초등학교 ,1
TMPDS68e67c5f0b9667d,기자단 회원,다산한강초등학교,1
TMPDS68e86aef575a632,기자단 회원,자유초등학교,1
TMPDS68edad8ef5f4ebc,기자단 회원,인천청호초등학교,1
TMPDS68efedf7249036b,기자단 회원,부평서초,1
TMPDS68f193d8f529083,기자단 회원,서울하늘초등학교,1
TMPDS68f6a75b6ae7ef4,기자단 회원,위례한빛초등학교,1
TMPDS68f73d509bf8c8a,기자단 회원,정발초,2
TMPDS68f78c1c729b578,기자단 회원,마서진,1
TMPDS68fa6142a462706,기자단 회원,경인초등학교,2
TMPDS68fb00e0396a21d,기자단 회원,보령 대천초등학교,1
TMPDS69028b6dcb559f6,기자단 회원,문원초등학교,1
TMPDS6906e01873737d6,기자단 회원,ㅇㅇ초등학교,1
TMPDS690885c076e4320,기자단 회원,유가중학교,3
TMPDS6912c7600c91696,기자단 회원,4,1
TMPDS691571723412958,기자단 회원,공세초등학교,1
TMPDS691b50f6c2a2570,기자단 회원,서울정수초등학교,1
TMPDS691b53b0d647c18,기자단 회원,위례한빛초등학교 ,1
TMPDS691e0825baaff4f,기자단 회원,금계초등학교,1
TMPDS69240ce5e0b4cf6,기자단 회원,압구정초등학교,1
TMPDS6926d248bf14657,기자단 회원,오성초등학교,1
TMPDS69296aa9bf5b440,기자단 회원,서울 문덕 초등학교,1
TMPDS692fd5077f3cea1,기자단 회원,손곡초,1
TMPDS6930cb22c25092f,기자단 회원,광주화정,1
TMPDS69310bbf532f82e,기자단 회원,송파초등학교,1
TMPDS6931fc241c4a217,기자단 회원,휘봉초등학교,4
TMPDS69375442ac1b653,기자단 회원,전라초등학교,1
TMPDS69411f14ca67452,기자단 회원,두산초등학교,1
